0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
4.364e-42,0.0,4.365e-42,0.0,6.854e-42,0.0,6.851e-42,0.0,0.0,1.875,4.6e-44,0.0,5.0747514e-13,0.0,3.1927282e-13,0.0,1.57e-43,0.0,1.12e-43,0.0,5.8668764e-12,0.0,1.7342e-41,0.0,1.7005e-41,0.0,1.7003e-41,0.0,4.365e-42,0.0,4.366e-42,0.0,6.885e-42,0.0,6.854e-42,0.0,0.0,0.0,4.6e-44,0.0,5.0747514e-13,0.0,5.8668626e-12,0.0,3.14e-43,0.0,1.35e-43,0.0,9.6330494e-23,0.0
2349.8752,2333.8708,2321.5483,2314.655,2312.4783,2316.1277,2323.7861,2329.4844,2333.2004,2337.2878,2340.1194,2343.8909,2350.057,2355.1702,2357.5896,2357.8127,2355.7573,2355.4785,2357.1477,2357.4968,2357.5806,2361.3342,2356.9238,2355.6577,2355.9033,2356.141,2354.8413,2356.028,2358.1282,2360.6912,2361.5908,2359.319,2356.2708,2352.5913,2351.652,2352.0393,2357.501,2367.3481,2377.5227,2386.6362,2390.6282,2389.7983,2384.2935,2377.2012,2372.0186,2371.895,2374.879,2373.3125,2371.0415,2371.7742
2291.6216,2267.6858,2251.73,2241.7715,2236.9314,2242.419,2253.7046,2260.1594,2264.1199,2269.1934,2272.1858,2274.3027,2277.8923,2280.6558,2282.04,2283.2126,2283.7344,2286.5273,2289.3125,2289.0894,2291.555,2284.9722,2281.809,2279.0137,2278.7283,2279.408,2279.7507,2283.4011,2288.471,2294.904,2299.0532,2299.055,2297.377,2294.2664,2293.7778,2295.157,2302.3318,2313.9814,2325.927,2336.8333,2341.768,2341.0393,2334.4207,2325.8586,2319.178,2317.4973,2322.7354,2328.406,2333.965,2339.8044
2312.245,2289.904,2273.9285,2263.196,2257.79,2259.4448,2265.6328,2269.9653,2272.5598,2275.498,2277.2273,2278.0637,2280.3462,2282.9062,2285.691,2289.3516,2292.642,2296.609,2299.1765,2301.5903,2294.3005,2290.2698,2286.0806,2282.9841,2282.1592,2282.6567,2283.2034,2286.3423,2290.332,2294.7222,2296.4836,2294.485,2290.8623,2285.584,2282.7573,2282.689,2288.8723,2298.702,2308.301,2315.511,2316.525,2312.1506,2302.457,2292.6873,2287.519,2289.4243,2298.2295,2306.5596,2313.7139,2320.3713
2371.236,2358.0479,2347.414,2342.062,2340.7231,2342.2852,2345.6655,2346.4941,2346.2922,2346.3723,2346.8694,2347.508,2350.0588,2353.8223,2357.7483,2361.794,2364.2185,2366.5703,2370.0146,2361.1824,2355.1096,2349.8647,2345.9363,2344.9614,2346.516,2349.0159,2351.8384,2356.076,2360.33,2363.4543,2362.6794,2358.3025,2353.7825,2348.1292,2345.315,2347.0303,2354.4006,2363.0498,2369.8303,2372.8877,2370.702,2363.7507,2354.059,2347.3208,2347.003,2354.663,2368.959,2379.9805,2386.877,2391.1345
2389.6296,2384.1418,2380.461,2381.1487,2384.6746,2388.3765,2392.4438,2394.3083,2395.1963,2395.7593,2397.0056,2397.693,2399.292,2401.6885,2403.8064,2405.4214,2405.7402,2410.679,2405.0793,2400.8071,2395.344,2390.6482,2387.8633,2388.248,2391.3367,2394.9253,2398.8215,2403.0457,2406.9077,2409.6987,2408.636,2404.45,2400.6587,2396.5042,2394.8186,2397.2207,2403.5046,2410.0378,2415.266,2418.23,2417.5571,2413.5073,2407.3389,2403.2642,2403.7375,2409.4775,2420.252,2427.7559,2432.017,2433.7622
2399.5781,2394.5596,2391.5083,2391.3809,2393.5977,2397.1729,2400.5054,2401.7756,2402.3525,2402.4985,2403.2441,2403.4807,2403.9036,2404.6833,2405.0718,2405.7202,2409.4607,2406.057,2405.0073,2401.9016,2397.493,2393.7148,2391.4683,2391.853,2394.2788,2397.1018,2400.3157,2403.7703,2406.8328,2409.0574,2408.129,2404.6892,2401.918,2398.9019,2397.7156,2399.5679,2404.386,2408.9963,2412.4902,2414.458,2413.85,2410.8235,2406.0693,2402.8318,2402.8306,2406.748,2415.027,2421.2585,2424.6565,2425.9346
2412.5388,2407.4792,2403.4426,2401.2947,2401.6724,2404.0337,2406.2554,2406.6304,2405.8523,2404.709,2404.3074,2403.4695,2402.5322,2401.9697,2401.517,2405.447,2400.5928,2401.2957,2400.6702,2397.8845,2394.0225,2390.9915,2389.414,2390.1975,2392.4062,2394.7002,2397.3179,2400.1091,2402.341,2404.09,2403.0688,2399.7068,2397.159,2394.081,2392.9626,2394.5706,2398.7563,2402.4531,2405.064,2406.483,2405.6946,2402.848,2398.4736,2395.6042,2395.7522,2399.422,2407.4348,2413.772,2417.4375,2419.0735
2413.091,2408.022,2403.9592,2401.2686,2401.1824,2403.138,2404.947,2405.1572,2404.3455,2403.1528,2402.645,2401.6355,2400.4453,2399.897,2403.4207,2398.9172,2398.2751,2399.36,2399.1646,2396.9214,2393.5696,2390.8503,2389.2964,2389.8994,2391.7698,2393.7778,2396.0586,2398.367,2400.4846,2402.3276,2401.6848,2398.7913,2396.3833,2393.5347,2392.4695,2393.6558,2397.2441,2400.2854,2402.4177,2403.5627,2402.734,2400.1216,2396.0461,2393.3196,2393.244,2396.274,2403.2737,2408.852,2411.968,2413.2048
2406.807,2401.3145,2397.533,2395.7217,2396.04,2398.0972,2399.9658,2400.4856,2400.278,2399.847,2400.0593,2399.67,2399.4705,2403.76,2399.2983,2399.1694,2398.7185,2399.6287,2399.5508,2397.6284,2394.5662,2391.9165,2390.1204,2390.3167,2391.8193,2393.613,2395.561,2397.8376,2399.9675,2401.9697,2401.7417,2399.132,2397.254,2394.7817,2393.7837,2394.7583,2397.9436,2400.7847,2402.715,2403.6,2402.4744,2399.6462,2395.4463,2392.5999,2392.2456,2394.8066,2400.71,2404.9912,2407.3547,2408.2043
